ISBN10,ISBN13,Title,Author,Cover,Publisher,Pages,,
440234816,9.78044E+12,To Tame A Highland Warrior (Highlander,,,,,,
671019740,9.78067E+12,Heart Of Fire (Pocket Books Romance),Linda Howard,http://www.openisbn.com/cover/0671019740_72.jpg,Pocket Books,320,,
373691300,9.78037E+12,American Heroes: Riley,Lori Foster,http://www.openisbn.com/cover/0373691300_72.jpg,Harlequin,224,,
425190927,9.78043E+12,The Wife Test,Betina Krahn,http://www.openisbn.com/cover/0425190927_72.jpg,Berkley,336,,
446600814,9.78045E+12,Crystal Flame,Jayne Ann Krentz,http://www.openisbn.com/cover/0446600814_72.jpg,Grand Central Publishing,384,,
440234808,9.78044E+12,Beyond The Highland Mist (Highlander,,,,,,
373806841,9.78037E+12,Devil To Pay,Stephanie James,,,,,
373252579,9.78037E+12,Main Attraction,Jayne Ann Krentz,http://www.openisbn.com/cover/0373252579_72.jpg,Harlequin,218,,
373834683,9.78037E+12,Full Bloom/Compromising Positions (Harlequin Temptation 2-In-1 Collection),Jayne Ann Krentz,,,,,
084233193X,9.78084E+12,A New Graft On The Family Tree (GLH Library),Grace Livingston Hill Library,,,,,
61087130,9.78006E+12,Master Of Desire,Kinley Macgregor,http://www.openisbn.com/cover/0061087130_72.jpg,Avon,384,,
671019635,9.78067E+12,Family Man,Jayne Ann Krentz,http://www.openisbn.com/cover/0671019635_72.jpg,Pocket,416,,
876664206,9.78088E+12,Cockatiels,N. Curtis,http://www.openisbn.com/cover/0876664206_72.jpg,Tfh Pubns Inc,0,,
609605216,9.78061E+12,The Art Of Imperfection: Simple Ways To Make Peace With Yourself,Veronique Vienne,,,,,
740723367,9.78074E+12,The Meaning Of Life,Bradley Trevor Greive,http://www.openisbn.com/cover/0740723367_72.jpg,Andrews McMeel Publishing,144,,
380004801,9.78038E+12,Forgotten Beasts Of Eld,Patricia A Mckillip,http://www.openisbn.com/cover/0380004801_72.jpg,Avon Books,0,,
2277302686,9.78228E+12,Le Peuple Du Tapis,Terry Pratchett,http://www.openisbn.com/cover/2277302686_72.jpg,J'ai Lu,158,,
2070334430,9.78207E+12,Contes De Ma Mère L'Oye,Perrault,http://www.openisbn.com/cover/2070334430_72.jpg,Livre De Poche,223,,
2290045802,9.78229E+12,Les Chiennes Savantes,Virginie Despentes,http://www.openisbn.com/cover/2290045802_72.jpg,Editions 84,249,,
2070403734,9.78207E+12,Les Confessions: Livres I à IV,Jean-Jacques Rousseau,,,,,
220730521X,9.78221E+12,L'Oeil De La Sibylle,Philip K. Dick,http://www.openisbn.com/cover/220730521X_72.jpg,Denoël,213,,
2207306038,9.78221E+12,Le Faiseur De Veuves. Renaissance,Mike Resnick,,,,,
2207248526,9.78221E+12,Contes De La Fée Verte,Brite,http://www.openisbn.com/cover/2207248526_72.jpg,Denoël,253,,
2207306046,9.78221E+12,Le Faiseur De Veuves.,Michael Resnick,http://www.openisbn.com/cover/2207306046_72.jpg,Denoël,218,,
2207304884,9.78221E+12,Le Nouveau Soleil De Teur,Gene Wolfe,http://www.openisbn.com/cover/2207304884_72.jpg,Denoël,0,,
2207304892,9.78221E+12,Le Nouveau Soleil De Teur,,,,,,
2207303454,9.78221E+12,La Griffe Du Demi-dieu,Gene Wolfe,,,,,
2070326977,9.78207E+12,Théorie De L'art Moderne,Paul Klee,http://www.openisbn.com/cover/2070326977_72.jpg,Gallimard,153,,
2910932915,9.78291E+12,Où S'embrasser En France,Thierry Soufflard,http://www.openisbn.com/cover/2910932915_72.jpg,Dakota,318,,
2844850235,9.78284E+12,De La Bêtise,Robert Musil,,,,,
2846400539,9.78285E+12,Let's Go Espagne - Côte Méditerranéenne 2003,Collectif,http://www.openisbn.com/cover/2846400539_72.jpg,Dakota Editions,390,,
2846400520,9.78285E+12,Let's Go Espagne 2003,Collectif,http://www.openisbn.com/cover/2846400520_72.jpg,Dakota Editions,620,,
61091790,9.78006E+12,After All These Years,Susan Isaacs,http://www.openisbn.com/cover/0061091790_72.jpg,HarperTorch,512,,
039453896X,9.78039E+12,Psychotic Reactions And Carburetor Dung,Lester Bangs,http://www.openisbn.com/cover/039453896X_72.jpg,Knopf,386,,
141006633,9.78014E+12,The Penguin Book Of Canadian Jokes,John Robert Colombo,http://www.openisbn.com/cover/0141006633_72.jpg,Penguin Global,504,,
803723547,9.7808E+12,Magpie Magic: A Tale Of Colorful Mischief,April Wilson,http://www.openisbn.com/cover/0803723547_72.jpg,Dial,40,,
440236851,9.78044E+12,The Wedding,Danielle Steel,http://www.openisbn.com/cover/0440236851_72.jpg,Dell,528,,
345397843,9.78035E+12,Double Jeopardy,William Bernhardt,http://www.openisbn.com/cover/0345397843_72.jpg,Ballantine Books,416,,
843925795,9.78084E+12,Demon Within,Dana Reed,http://www.openisbn.com/cover/0843925795_72.jpg,Leisure Books,0,,
425151867,9.78043E+12,Acceptable Risk,Robin Cook,http://www.openisbn.com/cover/0425151867_72.jpg,Berkley,400,,
395746566,9.7804E+12,Sector 7 (Caldecott Honor Book),David Wiesner,http://www.openisbn.com/cover/0395746566_72.jpg,Clarion Books,48,,
345380193,9.78035E+12,Just Cause,John Katzenbach,http://www.openisbn.com/cover/0345380193_72.jpg,Ballantine Books,0,,
380715937,9.78038E+12,The Dreaming,Barbara Wood,http://www.openisbn.com/cover/0380715937_72.jpg,Avon,0,,
451188071,9.78045E+12,The Expert,Lee Gruenfeld,http://www.openisbn.com/cover/0451188071_72.jpg,Onyx,512,,
449704378,9.78045E+12,The Light In The Forest,Conrad Richter,http://www.openisbn.com/cover/0449704378_72.jpg,Fawcett Juniper,128,,
751370312,9.78075E+12,Dinotopia: The World Beneath,James Gurney,http://www.openisbn.com/cover/0751370312_72.jpg,Dorling Kindersley Publishers Ltd,160,,
340721480,9.78034E+12,Behind The Smile: My Story,Lisa Potts,http://www.openisbn.com/cover/0340721480_72.jpg,Hodder &amp; Stoughton,200,,
399127216,9.7804E+12,The White Plague,Frank Herbert,http://www.openisbn.com/cover/0399127216_72.jpg,G. P. Putnam's Sons,445,,
843948760,9.78084E+12,The Lost,Jack Ketchum,http://www.openisbn.com/cover/0843948760_72.jpg,Leisure Books,400,,
385720211,9.78039E+12,In The Drink: A Novel,Kate Christensen,http://www.openisbn.com/cover/0385720211_72.jpg,Anchor,288,,
671671421,9.78067E+12,Manhattan Cocktail And Other Irreverent Observations On Life,,,,,,
961551453,9.78096E+12,Best Places To Kiss In North West (Best Places To Kiss In The Northwest: A Romantic Travel Guide),Paula Begoun,http://www.openisbn.com/cover/0961551453_72.jpg,Beginning Press,0,,
671024620,9.78067E+12,All Around Atlantis,Deborah Eisenberg,http://www.openisbn.com/cover/0671024620_72.jpg,Washington Square Press,256,,
553256092,9.78055E+12,Princess Daisy,Judith Krantz,http://www.openisbn.com/cover/0553256092_72.jpg,Bantam,512,,
553293761,9.78055E+12,Dazzle,Judith Krantz,http://www.openisbn.com/cover/0553293761_72.jpg,Bantam,592,,
067102096X,9.78067E+12,Lethal Seduction,Jackie Collins,http://www.openisbn.com/cover/067102096X_72.jpg,Pocket Books,592,,
874830842,9.78087E+12,The Wreath Ribbon Quilt,Ruth Moose,http://www.openisbn.com/cover/0874830842_72.jpg,August House Pub Inc,157,,
1573225444,9.78157E+12,Loving Edith,Mary Tannen,http://www.openisbn.com/cover/1573225444_72.jpg,Riverhead Books,276,,
446311774,9.78045E+12,Innocent Blood (Adam Dalgliesh Mystery Series #7),P. D. James,http://www.openisbn.com/cover/0446311774_72.jpg,Warner Books,349,,
553561367,9.78055E+12,Spring Collection,Judith Krantz,http://www.openisbn.com/cover/0553561367_72.jpg,Bantam,416,,
882669842,9.78088E+12,Milk-Based Soaps: Making Natural,,,,,,
743206088,9.78074E+12,Flowers Are For Love: A Bouquet Of Inspirational Stories,Kathy Lamancusa,http://www.openisbn.com/cover/0743206088_72.jpg,Fireside,240,,
826307361,9.78083E+12,The Southwest,David Lavender,http://www.openisbn.com/cover/0826307361_72.jpg,University Of New Mexico Press,364,,
312982518,9.78031E+12,The Sigma Protocol,Robert Ludlum,http://www.openisbn.com/cover/0312982518_72.jpg,St. Martin's Paperbacks,672,,
074320218X,9.78074E+12,Change Me Into Zeus's Daughter,Barbara Robinette Moss,http://www.openisbn.com/cover/074320218X_72.jpg,Scribner,320,,
425180050,9.78043E+12,Line Of Control (Tom Clancy's Op-Center,,,,,,
055347068X,9.78055E+12,The Brothers K,David James Duncan,http://www.openisbn.com/cover/055347068X_72.jpg,Random House Audio,0,,
394572726,9.78039E+12,Legacy,James A. Michener,http://www.openisbn.com/cover/0394572726_72.jpg,Random House Audio,0,,
553199609,9.78055E+12,Trevayne,Robert Ludlum,http://www.openisbn.com/cover/0553199609_72.jpg,Random House Audio,0,,
962546895,9.78096E+12,Making The Most Of Marin: A Best Selling Guide To The Most Stunning County On The California Coast,Patricia Arrigoni,http://www.openisbn.com/cover/0962546895_72.jpg,Travel Pubs Intl,338,,
553014803,9.78055E+12,The Turning Point: Science,,,,,,
679439196,9.78068E+12,Being Digital,Nicholas Negroponte,http://www.openisbn.com/cover/0679439196_72.jpg,Knopf,256,,
140157352,9.78014E+12,Getting To Yes: Negotiating Agreement Without Giving In,Roger Fisher,,,,,
691083886,9.78069E+12,QED: The Strange Theory Of Light And Matter,Richard P. Feynman,http://www.openisbn.com/cover/0691083886_72.jpg,Princeton University Press,171,,
30211212,9.78003E+12,McClane's Field Guide To Saltwater Fishes Of North America: A Project Of The Gamefish Research Association,A. J McClane,http://www.openisbn.com/cover/0030211212_72.jpg,Holt,,,
312950586,9.78031E+12,Every Living Thing,James Herriot,http://www.openisbn.com/cover/0312950586_72.jpg,St. Martin's Paperbacks,342,,
380778130,9.78038E+12,Hostile Witness,Richard Berman,http://www.openisbn.com/cover/0380778130_72.jpg,Avon Books (Mm),300,,
806107014,9.78081E+12,Indian Legends From The Northern Rockies,Ella E. Clark,http://www.openisbn.com/cover/0806107014_72.jpg,University Of Oklahoma Press,350,,
027522600X,9.78028E+12,Living With Cancer,Ernest H Rosenbaum,http://www.openisbn.com/cover/027522600X_72.jpg,Praeger,214,,
039913087X,9.7804E+12,On The Road With Charles Kuralt,Charles Kuralt,http://www.openisbn.com/cover/039913087X_72.jpg,G.P. Putnam's,316,,
679736646,9.78068E+12,Ubik,Philip K. Dick,http://www.openisbn.com/cover/0679736646_72.jpg,Vintage,224,,
1904908004,9.7819E+12,Shakespeare My Butt,John Donoghue,http://www.openisbn.com/cover/1904908004_72.jpg,Central Publishing Ltd,220,,
91882109,9.78009E+12,One Hit Wonderland,Tony Hawks,http://www.openisbn.com/cover/0091882109_72.jpg,Ebury Press,336,,
743406230,9.78074E+12,Grift Sense (Tony Valentine Novels),James Swain,http://www.openisbn.com/cover/0743406230_72.jpg,Pocket,416,,
446609943,9.78045E+12,The Switch,Sandra Brown,http://www.openisbn.com/cover/0446609943_72.jpg,Grand Central Publishing,576,,
783884397,9.78078E+12,The Case Of The Caretaker's Cat,Erle Stanley Gardner,http://www.openisbn.com/cover/0783884397_72.jpg,G K Hall &amp; Co,304,,
380017962,9.78038E+12,Dona Flor And Her Two Husbands,Jorge Amado,http://www.openisbn.com/cover/0380017962_72.jpg,Avon,640,,
316153990,9.78032E+12,Blood Work,Michael Connelly,http://www.openisbn.com/cover/0316153990_72.jpg,Little,,,
375411275,9.78038E+12,Pobby And Dingan,Ben Rice,http://www.openisbn.com/cover/0375411275_72.jpg,Knopf,112,,
375507760,9.78038E+12,The Nightspinners: A Novel,Lucretia Walsh Grindle,http://www.openisbn.com/cover/0375507760_72.jpg,Random House,304,,
152022686,9.78015E+12,Armageddon Summer,Bruce Coville,http://www.openisbn.com/cover/0152022686_72.jpg,Graphia,272,,
60956860,9.78006E+12,Joy In The Morning (Perennial Classics),Betty Smith,http://www.openisbn.com/cover/0060956860_72.jpg,Harper Perennial Modern Classics,304,,
940642247,9.78094E+12,Angry Women (Re/Search ; 13),Andrea Juno,,,,,
393316041,9.78039E+12,Surely You're Joking,,,,,,
440223970,9.78044E+12,A Rain Of Death,John Logue,http://www.openisbn.com/cover/0440223970_72.jpg,Dell,304,,
345441109,9.78035E+12,White Rose:  Una Rosa Blanca (A Ballantine Readers' Circle Book),Amy Ephron,http://www.openisbn.com/cover/0345441109_72.jpg,Ballantine Books,288,,
380725576,9.78038E+12,Charms For The Easy Life,Kaye Gibbons,http://www.openisbn.com/cover/0380725576_72.jpg,Harper Perennial,256,,
3423104740,9.78342E+12,Früchte Des Zorns: Roman,John Steinbeck,,,,,
3442455235,9.78344E+12,Geständnisse Eines Küchenchefs: Was Sie über Restaurants Nie Wissen Wollten,Anthony Bourdain,,,,,
679748253,9.78068E+12,Beautiful Losers,Leonard Cohen,http://www.openisbn.com/cover/0679748253_72.jpg,Vintage,256,,
3499128381,9.7835E+12,Am Anfang War Das Wort. Texte Von 1969 Bis 1990. (rororo Aktuell / Essay).,Vaclav Havel,http://www.openisbn.com/cover/3499128381_72.jpg,Rowohlt Tb.,249,,
3596235316,9.7836E+12,Sucht Ohne Drogen. Arbeiten,,,,,,
3320013041,9.78332E+12,Herzlichst Ihre Rosa. Ausgewählte Briefe,Rosa Luxemburg,,,,,
343017581X,9.78343E+12,Niemand Hat Kolumbus Ausgelacht. Sonderausgabe. Fälschungen Und Legenden Der Geschichte Richtiggestellt,Gerhard Prause,,,,,
671725017,9.78067E+12,The Examined Life: Philosophical Meditations,Robert Nozick,http://www.openisbn.com/cover/0671725017_72.jpg,Simon &amp; Schuster,308,,
62510533,9.78006E+12,Gardens From The Sand: A Story About Looking For Answers &amp; Finding Miracles,Dan Cavicchio,http://www.openisbn.com/cover/0062510533_72.jpg,Harpercollins,163,,
1561710059,9.78156E+12,Surviving The Not So Golden Years: Vital Medical And Financial Strategies For Anyone Planning To Grow Old,M. Therese Young,http://www.openisbn.com/cover/1561710059_72.jpg,Spi Books Trade,199,,
722535724,9.78072E+12,Seventy-Eight Degrees Of Wisdom,Rachel Pollack,http://www.openisbn.com/cover/0722535724_72.jpg,Thorsons,368,,
966164202,9.78097E+12,Be Full Of Yourself!: The Journey From Self-Criticism To Self-Celebration,Patricia Lynn Reilly,http://www.openisbn.com/cover/0966164202_72.jpg,Open Window Creations,0,,
1852304960,9.78185E+12,Red Moon: Understanding And Using The Gifts Of The Menstrual Cycle (Women's Health And Parenting),Miranda Gray,http://www.openisbn.com/cover/1852304960_72.jpg,Element Books Ltd,176,,
62514083,9.78006E+12,The Third Millennium: Living In The Posthistoric World,Ken Carey,http://www.openisbn.com/cover/0062514083_72.jpg,HarperOne,224,,
042518286X,9.78043E+12,Shock,Robin Cook,http://www.openisbn.com/cover/042518286X_72.jpg,Berkley,352,,
394712528,9.78039E+12,One Of Ours,Willa Cather,http://www.openisbn.com/cover/0394712528_72.jpg,Vintage,391,,
553250426,9.78055E+12,The Clan Of The Cave Bear (Earth's Children,,,,,,
394714342,9.78039E+12,Sapphira And The Slave Girl,Willa Cather,http://www.openisbn.com/cover/0394714342_72.jpg,Vintage,320,,
821772287,9.78082E+12,The Awakening,Shannon Drake,http://www.openisbn.com/cover/0821772287_72.jpg,Zebra,384,,
590130048,9.78059E+12,101 Wacky Computer Jokes,Judith Stamper,,,,,
425136612,9.78043E+12,Night Of The Hawk,Dale Brown,http://www.openisbn.com/cover/0425136612_72.jpg,Berkley,576,,
446602698,9.78045E+12,The Juror,George Dawes Green,http://www.openisbn.com/cover/0446602698_72.jpg,Grand Central Publishing,464,,
312975112,9.78031E+12,Romancing The Rogue,Olivia Drake,http://www.openisbn.com/cover/0312975112_72.jpg,St. Martin's Paperbacks,370,,
425060055,9.78043E+12,The Girl Of The Sea Of Cortez,Peter Benchley,http://www.openisbn.com/cover/0425060055_72.jpg,Berkley,240,,
671039903,9.78067E+12,Willow (De Beers),V.C. Andrews,http://www.openisbn.com/cover/0671039903_72.jpg,Pocket Books,464,,
373243286,9.78037E+12,Irish Rebel (Silhouette Special Edition No. 1328),Nora Roberts,http://www.openisbn.com/cover/0373243286_72.jpg,Silhouette,256,,
425163865,9.78043E+12,Detective,Arthur Hailey,http://www.openisbn.com/cover/0425163865_72.jpg,Berkley,595,,
553252828,9.78055E+12,Sicilian,,,,,,
812501756,9.78081E+12,Ark,David Daniel,http://www.openisbn.com/cover/0812501756_72.jpg,Tor Books,416,,
446604208,9.78045E+12,Annapolis,William Martin,http://www.openisbn.com/cover/0446604208_72.jpg,Vision,800,,
345317386,9.78035E+12,Loo Sanction,Trevanian,http://www.openisbn.com/cover/0345317386_72.jpg,Ballantine Books,0,,
345311809,9.78035E+12,Shibumi,Trevanian,http://www.openisbn.com/cover/0345311809_72.jpg,Ballantine Books,448,,
425076717,9.78043E+12,Role Of Honor,John Gardner,http://www.openisbn.com/cover/0425076717_72.jpg,Berkley,0,,
440169127,9.78044E+12,A Pinch Of Snuff,Reginald Hill,http://www.openisbn.com/cover/0440169127_72.jpg,Dell,336,,
706406974,9.78071E+12,Home Baking,Hilary Walden,http://www.openisbn.com/cover/0706406974_72.jpg,Smithmark Publishing,96,,
440117437,9.78044E+12,Now And Forever,Danielle Steel,http://www.openisbn.com/cover/0440117437_72.jpg,Dell,432,,
038055111X,9.78038E+12,Saving The Queen,William F.,,,,,
446363251,9.78045E+12,"Scarlett: The Sequel To Margaret Mitchell's ""Gone With The Wind""",Alexandria Ripley,http://www.openisbn.com/cover/0446363251_72.jpg,Grand Central Publishing,896,,
935312390,9.78094E+12,Life In The Iron Mills And Other Stories: Second Edition,Rebecca Harding Davis,,,,,
679785892,9.78068E+12,Fear And Loathing In Las Vegas: A Savage Journey To The Heart Of The American Dream,Hunter S. Thompson,,,,,
20360754,9.78002E+12,Heart Songs And Other Stories,Annie Proulx,http://www.openisbn.com/cover/0020360754_72.jpg,Scribner,224,,
1586420232,9.78159E+12,Fighting Gravity: A Novel,Peggy Rambach,http://www.openisbn.com/cover/1586420232_72.jpg,Steerforth Press,150,,
60974990,9.78006E+12,Savage Inequalities: Children In America's Schools,Jonathan Kozol,http://www.openisbn.com/cover/0060974990_72.jpg,Harper Perennial,262,,
671797867,9.78067E+12,Scar Lover,Harry Crews,http://www.openisbn.com/cover/0671797867_72.jpg,Touchstone,288,,
375701966,9.78038E+12,The Moviegoer,Walker Percy,http://www.openisbn.com/cover/0375701966_72.jpg,Vintage,241,,
802136346,9.7808E+12,Being There,Jerzy Kosinski,http://www.openisbn.com/cover/0802136346_72.jpg,Grove Press,160,,
330282565,9.78033E+12,The Little Drummer Girl,Le Carre,http://www.openisbn.com/cover/0330282565_72.jpg,Pan,0,,
310480000,9.78031E+12,Dave Says...Well Done!: The Common Guy's Guide To Everyday Success,R. David Thomas,,,,,
006093056X,9.78006E+12,Mara And Dann: An Adventure,Doris Lessing,http://www.openisbn.com/cover/006093056X_72.jpg,Harper Perennial,416,,
60099062,9.78006E+12,Meant To Be,Walter Anderson,http://www.openisbn.com/cover/0060099062_72.jpg,Harper,256,,
312310439,9.78031E+12,The Marrying Game: A Novel,Kate Saunders,http://www.openisbn.com/cover/0312310439_72.jpg,St. Martin's Press,384,,
310501016,9.78031E+12,Becoming A Contagious Christian Participant's Guide,Bill Hybels,,,,,
812535707,9.78081E+12,On The Run,Gordon R. Dickson,http://www.openisbn.com/cover/0812535707_72.jpg,Tom Doherty Assoc Llc,0,,
553274074,9.78055E+12,A Fire In The Sun,George Alec Effinger,http://www.openisbn.com/cover/0553274074_72.jpg,Spectra,0,,
380754134,9.78038E+12,A More Perfect Union,J.A. Jance,http://www.openisbn.com/cover/0380754134_72.jpg,Avon,352,,
804112894,9.7808E+12,Tarnished Icons,Stuart M. Kaminsky,http://www.openisbn.com/cover/0804112894_72.jpg,Fawcett,277,,
440526701,9.78044E+12,For Reading Out Loud,Margaret M. Kimmel,http://www.openisbn.com/cover/0440526701_72.jpg,Dell,0,,
743243307,9.78074E+12,Brick Lane: A Novel,Monica Ali,http://www.openisbn.com/cover/0743243307_72.jpg,Scribner,384,,
520223446,9.78052E+12,Gandhi's Way: A Handbook Of Conflict Resolution,Mark Juergensmeyer,http://www.openisbn.com/cover/0520223446_72.jpg,University Of California Press,186,,
